volR, volG, volB, x, y, Y,l1, l2, l3, l4, l5, l6, l7, l8, l9, l10, l11, l12, l13, l14, l15, l16, l17, l18, l19, l20, l21, l22, l23, l24, l25, l26, l27, l28, l29, l30, l31, l32, l33, l34, l35, l36
1162, 1755, 1614, 0.298196524382, 0.328238338232, 22.0227890015, 0.00336402002722, 0.000120585158584, 0.0120814666152, 0.0311822481453, 0.097703576088, 0.322961568832, 0.498999238014, 0.428449213505, 0.389472186565, 0.301481336355, 0.279518008232, 0.342997461557, 0.183564543724, 0.0724783912301, 0.0410174354911, 0.0723998919129, 0.849517643452, 0.978888273239, 0.145098149776, 0.0451302528381, 0.196122810245, 0.266298502684, 0.143085226417, 0.420281767845, 0.343485534191, 0.172512516379, 0.055449783802, 0.0583245642483, 0.0500961430371, 0.0360790714622, 0.0425250418484, 0.0402607358992, 0.042105153203, 0.0841981321573, 0.039381776005, 0.0109008196741
1162, 1755, 1614, 0.29818841815, 0.328813999891, 22.203042984, 0.00291408412158, -0.00111425272189, 0.00875245127827, 0.0309572238475, 0.0982389077544, 0.322667628527, 0.501533925533, 0.430644512177, 0.391544133425, 0.30441865325, 0.280546158552, 0.34539103508, 0.184873625636, 0.0729558691382, 0.0414960086346, 0.0724638998508, 0.857943356037, 0.989374995232, 0.146044448018, 0.0442241579294, 0.198082670569, 0.268159627914, 0.142897352576, 0.423475205898, 0.345932036638, 0.174029231071, 0.0548110790551, 0.0570971034467, 0.0499854683876, 0.0374573469162, 0.038955964148, 0.0356708876789, 0.0391283035278, 0.0808154568076, 0.0340410061181, 0.00940928049386
1162, 1755, 1614, 0.298483282328, 0.328352183104, 22.1891918182, 0.000150089297676, 0.00128058472183, 0.0130167054012, 0.0312374308705, 0.0964091792703, 0.323908150196, 0.503232300282, 0.430586874485, 0.391787797213, 0.304427981377, 0.281489223242, 0.345219343901, 0.184633567929, 0.0725472792983, 0.0405754595995, 0.0718392953277, 0.857083320618, 0.988581955433, 0.145307004452, 0.0436355993152, 0.19588086009, 0.269163757563, 0.144543454051, 0.425349235535, 0.347678422928, 0.174208492041, 0.0561710111797, 0.0595105737448, 0.0515877008438, 0.0379375629127, 0.0398309230804, 0.0383662357926, 0.0409474000335, 0.0838378220797, 0.0332280248404, 0.00555177312344
1162, 1755, 1614, 0.29822999239, 0.328318834305, 22.18491745, -0.000418970535975, 0.000409451255109, 0.0107436869293, 0.0305234715343, 0.097924336791, 0.322963297367, 0.503362178802, 0.431766569614, 0.391776561737, 0.305104851723, 0.281186580658, 0.345247000456, 0.184741333127, 0.0730885639787, 0.0407801195979, 0.0722298175097, 0.856893062592, 0.988695442677, 0.145247787237, 0.0441490225494, 0.196191087365, 0.267873883247, 0.144465625286, 0.425093472004, 0.346678972244, 0.172484606504, 0.0544966943562, 0.0604752190411, 0.0527725107968, 0.0386716723442, 0.0391898229718, 0.0371612422168, 0.0383411794901, 0.0803059563041, 0.035281483084, 0.0150998272002
1162, 1755, 1614, 0.2982249856, 0.328616976738, 22.1915969849, 0.000838523788843, -0.000632726354524, 0.0117337005213, 0.0304565504193, 0.0972030982375, 0.323780238628, 0.503134071827, 0.431198954582, 0.391488820314, 0.302660495043, 0.280086755753, 0.346133351326, 0.183810591698, 0.0727854520082, 0.0405755862594, 0.0721433013678, 0.858558177948, 0.98858487606, 0.145315289497, 0.0443024002016, 0.198256254196, 0.268413722515, 0.14314353466, 0.42384275794, 0.346070259809, 0.172901302576, 0.0544497705996, 0.0581096224487, 0.0523513294756, 0.0356915295124, 0.0372602194548, 0.0375063531101, 0.0362327620387, 0.0806611701846, 0.0339029766619, 0.00468131806701
1162, 1755, 1614, 0.2983905375, 0.328841149807, 22.2004489899, 0.00256387586705, 0.000922298582736, 0.0100385984406, 0.0297242775559, 0.0967077389359, 0.323223739862, 0.502889573574, 0.43000087142, 0.390356808901, 0.3030385077, 0.280409961939, 0.345689713955, 0.184936597943, 0.0726990923285, 0.0409121699631, 0.0718337595463, 0.858349263668, 0.989164471626, 0.145964056253, 0.0448660776019, 0.196557417512, 0.268006116152, 0.144346654415, 0.423812687397, 0.346525073051, 0.173452854156, 0.0555737167597, 0.0590464249253, 0.0518204905093, 0.0358101166785, 0.0386575050652, 0.0375072732568, 0.0396505370736, 0.0817853882909, 0.0333046093583, 0.00537018431351
1162, 1755, 1614, 0.298173159361, 0.32857760787, 22.2200927734, 0.00195745634846, 0.000212353465031, 0.0109766237438, 0.0314759984612, 0.0975871384144, 0.323646336794, 0.503109693527, 0.431564748287, 0.392472624779, 0.30449962616, 0.28113129735, 0.346354424953, 0.184475153685, 0.0727044269443, 0.0410843752325, 0.0727993994951, 0.858414709568, 0.989078998566, 0.14612019062, 0.0450991801918, 0.198693290353, 0.268208414316, 0.143445730209, 0.424075871706, 0.345814853907, 0.172778189182, 0.0550769977272, 0.0602547675371, 0.0507071092725, 0.0370791330934, 0.0376895070076, 0.0392335318029, 0.0401966571808, 0.0793079063296, 0.034737072885, 0.0101223280653
1162, 1755, 1614, 0.298164516687, 0.328515589237, 22.2175254822, 0.00232454249635, 8.91761519597e-05, 0.011816419661, 0.0302579663694, 0.0966982617974, 0.323046922684, 0.503751397133, 0.431347966194, 0.392307519913, 0.305587261915, 0.281799763441, 0.346276462078, 0.18481618166, 0.0735175982118, 0.0413557216525, 0.0723975747824, 0.857987225056, 0.988579511642, 0.14610901475, 0.0447018258274, 0.198203071952, 0.268731832504, 0.143441513181, 0.424978077412, 0.346419453621, 0.173508316278, 0.0541876889765, 0.0583706200123, 0.0501996576786, 0.0358334705234, 0.0369347929955, 0.0376624464989, 0.040213689208, 0.0800899192691, 0.0345208719373, 0.00798498466611
1162, 1755, 1614, 0.298307716846, 0.32870182395, 22.2464199066, 0.000935526855756, -0.000213796112803, 0.0120188686997, 0.0299139004201, 0.0966615453362, 0.324191570282, 0.503176808357, 0.431714653969, 0.392575383186, 0.304079443216, 0.281096845865, 0.346502959728, 0.185401976109, 0.0743344798684, 0.0411658771336, 0.0722041800618, 0.858628153801, 0.990292489529, 0.14596657455, 0.0449630729854, 0.198471054435, 0.269609391689, 0.144469320774, 0.424636811018, 0.346781730652, 0.172765240073, 0.0557426959276, 0.0590743534267, 0.0497983545065, 0.0367447771132, 0.0373654663563, 0.0370301231742, 0.0389227420092, 0.0790841728449, 0.0357690490782, 0.00925640203059
1162, 1755, 1614, 0.298262447119, 0.328699320555, 22.2245693207, -0.000208960089367, -0.000384895014577, 0.0121457967907, 0.0304487179965, 0.0977584272623, 0.324195295572, 0.502971231937, 0.431404769421, 0.391116350889, 0.304025858641, 0.281238913536, 0.345645397902, 0.185131028295, 0.0732268244028, 0.0407148078084, 0.0721382424235, 0.85948997736, 0.989520668983, 0.14597915113, 0.0454559028149, 0.197586894035, 0.267704159021, 0.144462928176, 0.424022167921, 0.346291363239, 0.173196300864, 0.0557142496109, 0.0591717809439, 0.0515751130879, 0.0361487157643, 0.0382856056094, 0.0400770418346, 0.0404201187193, 0.0826632902026, 0.0335591994226, 0.0101826982573
