volR, volG, volB, x, y, Y,l1, l2, l3, l4, l5, l6, l7, l8, l9, l10, l11, l12, l13, l14, l15, l16, l17, l18, l19, l20, l21, l22, l23, l24, l25, l26, l27, l28, l29, l30, l31, l32, l33, l34, l35, l36
1248, 1731, 1675, 0.300077348948, 0.32044929266, 20.6833133698, -0.00372814084403, 0.00011788833217, 0.0114034917206, 0.0295888856053, 0.0968072414398, 0.313241332769, 0.485979497433, 0.423810273409, 0.383227705956, 0.297413915396, 0.269492149353, 0.323259085417, 0.174871504307, 0.0715052559972, 0.0387417785823, 0.0665390715003, 0.774579465389, 0.900202453136, 0.133351415396, 0.0416185110807, 0.184571012855, 0.251646250486, 0.14096057415, 0.44203466177, 0.343488544226, 0.167689532042, 0.0523781701922, 0.052556950599, 0.0474132746458, 0.0303316023201, 0.0345884226263, 0.0385608151555, 0.04268707335, 0.0851385369897, 0.0306567456573, 0.00394703540951
1248, 1731, 1675, 0.300741195679, 0.320498377085, 20.7776412964, 6.04208034929e-05, 0.00102920643985, 0.0131136970595, 0.031183289364, 0.0979546383023, 0.314234226942, 0.487326323986, 0.424008846283, 0.38387709856, 0.299206882715, 0.269437998533, 0.323126405478, 0.175721272826, 0.0719655379653, 0.0391718149185, 0.0675989091396, 0.775879740715, 0.900949656963, 0.13355794549, 0.0420962199569, 0.18598537147, 0.254762381315, 0.145190283656, 0.44388577342, 0.345662295818, 0.169528439641, 0.0532647706568, 0.0528708323836, 0.0505224391818, 0.0362328030169, 0.0391298569739, 0.041778024286, 0.045428764075, 0.0902701318264, 0.0346338897943, 0.0174472741783
1248, 1731, 1675, 0.300610005856, 0.320060580969, 20.7277755737, 0.00386234908365, 0.00473570637405, 0.0129864346236, 0.0299512930214, 0.0978836640716, 0.314045131207, 0.487193673849, 0.424923509359, 0.384814798832, 0.298217535019, 0.270565629005, 0.323822081089, 0.174407750368, 0.070090726018, 0.0386678688228, 0.0656813830137, 0.775804579258, 0.900465965271, 0.133014708757, 0.0411769971251, 0.184665411711, 0.253683388233, 0.14511719346, 0.444347321987, 0.344423770905, 0.168395489454, 0.054409109056, 0.0554274879396, 0.0512944236398, 0.032295897603, 0.0346026793122, 0.0407451801002, 0.0478008985519, 0.0862153097987, 0.0346092656255, 0.0102551849559
1248, 1731, 1675, 0.300698548555, 0.32023832202, 20.780380249, -0.00163801782764, 0.000447298400104, 0.0119802150875, 0.0301658380777, 0.097468495369, 0.314790993929, 0.488027483225, 0.42553076148, 0.384389162064, 0.299717903137, 0.270096123219, 0.323996901512, 0.174648568034, 0.072109118104, 0.0392420478165, 0.0677258074284, 0.776296377182, 0.900951862335, 0.133977845311, 0.041338596493, 0.185678884387, 0.253465503454, 0.144568547606, 0.445090204477, 0.346935898066, 0.171234562993, 0.053514175117, 0.054607655853, 0.0503156222403, 0.0337918251753, 0.037068400532, 0.0407291352749, 0.0460445247591, 0.0878808125854, 0.0367546342313, 0.0149789657444
1248, 1731, 1675, 0.300760656595, 0.320401519537, 20.7950878143, 0.00155899627134, -0.000454763066955, 0.0131115177646, 0.0321045815945, 0.0990301892161, 0.313818991184, 0.487449854612, 0.424797713757, 0.384057551622, 0.299825936556, 0.271145313978, 0.32366719842, 0.175587534904, 0.0729502886534, 0.0399137698114, 0.0667967274785, 0.776198804379, 0.901674985886, 0.133722305298, 0.0420488342643, 0.185920074582, 0.2540628016, 0.145186066628, 0.444027602673, 0.346066743135, 0.171425521374, 0.0544409155846, 0.0562311075628, 0.0510940253735, 0.0354836173356, 0.0363191217184, 0.0417741090059, 0.0478985868394, 0.0881529375911, 0.0364101827145, 0.0140688354149
1248, 1731, 1685, 0.300569444895, 0.320537865162, 20.8858566284, 0.00421628681943, 0.00203371513635, 0.0124395536259, 0.0308040138334, 0.097586967051, 0.315536797047, 0.489840179682, 0.426731169224, 0.385589450598, 0.300542861223, 0.272025436163, 0.326274335384, 0.177257731557, 0.0722924768925, 0.0397791229188, 0.0678994059563, 0.780851066113, 0.906031668186, 0.134558513761, 0.0413679331541, 0.186302170157, 0.25565418601, 0.144974321127, 0.44513258338, 0.34751701355, 0.17103177309, 0.054453484714, 0.055966835469, 0.0509897656739, 0.0337563790381, 0.0369400009513, 0.0392674058676, 0.0474211685359, 0.0880451053381, 0.0350621789694, 0.0127733722329
1248, 1731, 1685, 0.300686329603, 0.320322841406, 20.8697223663, 0.001281262259, 0.00262652733363, 0.0134086981416, 0.0325191318989, 0.099018715322, 0.314679950476, 0.489103734493, 0.426521837711, 0.386012345552, 0.301932215691, 0.272621780634, 0.325345098972, 0.175551176071, 0.0723641738296, 0.0399522706866, 0.0667927935719, 0.779769837856, 0.905891954899, 0.133739963174, 0.0410303547978, 0.188002288342, 0.254834115505, 0.144404485822, 0.445283412933, 0.348306179047, 0.171141430736, 0.0561305508018, 0.0559185743332, 0.0510751120746, 0.035435538739, 0.0380747914314, 0.0405800677836, 0.0438293516636, 0.0902283713222, 0.0405847914517, 0.015163701959
1248, 1731, 1685, 0.299994975328, 0.320268660784, 20.782661438, -0.0014526064042, -0.00119339732919, 0.0119711877778, 0.0315232090652, 0.0972571149468, 0.314638644457, 0.487857699394, 0.425896435976, 0.386132568121, 0.301193892956, 0.271143108606, 0.3250669837, 0.17604829371, 0.0699873864651, 0.0382297448814, 0.0672205165029, 0.779016792774, 0.905287027359, 0.133695706725, 0.041244905442, 0.185160726309, 0.253344744444, 0.142625391483, 0.441421329975, 0.346206754446, 0.168754592538, 0.0519403964281, 0.0538749061525, 0.0495284572244, 0.0329940095544, 0.0349478051066, 0.0394297800958, 0.0441441126168, 0.0843511894345, 0.0297913402319, 0.00716634141281
1248, 1731, 1685, 0.300134807825, 0.320077210665, 20.8155231476, -0.000604049419053, 0.00130824977532, 0.0132068246603, 0.0323266647756, 0.0968368500471, 0.314984560013, 0.48972132802, 0.42755740881, 0.386975705624, 0.301411271095, 0.271017611027, 0.323955446482, 0.176294818521, 0.0728458687663, 0.0396136343479, 0.0662704855204, 0.779010772705, 0.905886232853, 0.133893027902, 0.0403099060059, 0.185483038425, 0.253518134356, 0.143901720643, 0.443547904491, 0.347272545099, 0.170215651393, 0.0538226738572, 0.0523274950683, 0.0489835999906, 0.0353309996426, 0.0351136922836, 0.0399605892599, 0.0425308682024, 0.0872991383076, 0.033554982394, 0.0117350686342
1248, 1731, 1685, 0.299894571304, 0.320230901241, 20.7812976837, -0.000489163270686, 0.000518834625836, 0.0112264966592, 0.029725253582, 0.096377581358, 0.314183056355, 0.489474654198, 0.42605060339, 0.385863333941, 0.301373153925, 0.271360188723, 0.324756503105, 0.175490573049, 0.0718430131674, 0.0390892699361, 0.0665702447295, 0.779323995113, 0.904644489288, 0.133482724428, 0.0411478094757, 0.18499365449, 0.252682358027, 0.143372923136, 0.44221252203, 0.345601677895, 0.168161779642, 0.0520690120757, 0.0521328896284, 0.0474845767021, 0.0344965718687, 0.0363658368587, 0.0402335114777, 0.0461346209049, 0.0882832854986, 0.0338568985462, 0.012577097863
