volR, volG, volB, x, y, Y,l1, l2, l3, l4, l5, l6, l7, l8, l9, l10, l11, l12, l13, l14, l15, l16, l17, l18, l19, l20, l21, l22, l23, l24, l25, l26, l27, l28, l29, l30, l31, l32, l33, l34, l35, l36
1224, 1726, 1680, 0.298621088266, 0.320301711559, 21.7591171265, -0.000163546748809, -0.00100744108204, 0.00921234488487, 0.0306838545948, 0.102746337652, 0.329562544823, 0.510921001434, 0.44842299819, 0.407079339027, 0.316652297974, 0.285631626844, 0.340159654617, 0.183989405632, 0.0743526443839, 0.0416489988565, 0.0714571550488, 0.821680784225, 0.949176073074, 0.141078367829, 0.0431926883757, 0.190515980124, 0.263742119074, 0.147632747889, 0.454295665026, 0.357230335474, 0.17587710917, 0.0539115518332, 0.0571416094899, 0.0506867580116, 0.0354443080723, 0.0398633778095, 0.036291975528, 0.0419103763998, 0.0871801525354, 0.0315257012844, 0.00209928257391
1224, 1726, 1680, 0.298283994198, 0.319905400276, 21.5969619751, 0.00141626980621, 0.00126108305994, 0.0107742017135, 0.0321937352419, 0.103760331869, 0.328947067261, 0.508302688599, 0.446202099323, 0.405192911625, 0.314866274595, 0.284249454737, 0.337655991316, 0.182382822037, 0.0754486918449, 0.0430146120489, 0.0720796659589, 0.814181625843, 0.940527915955, 0.139919623733, 0.0420572049916, 0.190694868565, 0.26224014163, 0.145537853241, 0.450789958239, 0.352834522724, 0.173469737172, 0.0549426674843, 0.0572997815907, 0.0511074438691, 0.0366195403039, 0.0389040783048, 0.0352668948472, 0.0379572920501, 0.0889599621296, 0.0360482744873, 0.00553757278249
1224, 1726, 1680, 0.298462837934, 0.320158779621, 21.5926742554, 0.000195149317733, -0.00141525501385, 0.010185056366, 0.0311660710722, 0.100730851293, 0.327833235264, 0.508188009262, 0.446531623602, 0.404650777578, 0.313417196274, 0.282498836517, 0.337377697229, 0.182561606169, 0.0742101743817, 0.0419208072126, 0.0722113251686, 0.815394580364, 0.941718459129, 0.139507576823, 0.0428269207478, 0.188940182328, 0.261471301317, 0.145478069782, 0.449741691351, 0.354226887226, 0.175087288022, 0.0562447197735, 0.0565548539162, 0.0502970069647, 0.0381038710475, 0.0373383760452, 0.0348468497396, 0.0398791097105, 0.0918289870024, 0.0364496558905, 0.00545882154256
1224, 1726, 1680, 0.298669099808, 0.32006701827, 21.5843677521, -0.000478337868117, -0.000633882940747, 0.0101350126788, 0.0298092104495, 0.101062178612, 0.327686846256, 0.507663011551, 0.446014672518, 0.404283583164, 0.313813835382, 0.282478690147, 0.338358163834, 0.183353573084, 0.0747469961643, 0.0425071828067, 0.0706235617399, 0.814388394356, 0.940173745155, 0.139228478074, 0.0423687621951, 0.189332053065, 0.262113124132, 0.146603673697, 0.450422108173, 0.354536533356, 0.174454629421, 0.0563091337681, 0.058057077229, 0.05274188146, 0.0394379720092, 0.0397716835141, 0.0354976020753, 0.0388235636055, 0.0907337516546, 0.0366060808301, 0.00960314832628
1224, 1726, 1680, 0.29883518815, 0.320279508829, 21.6651744843, 0.00557942828164, 0.000157609276357, 0.0110915666446, 0.0309056919068, 0.102438643575, 0.328637689352, 0.508401632309, 0.446288555861, 0.405013084412, 0.314526617527, 0.283620983362, 0.338918417692, 0.183072447777, 0.0755534470081, 0.04196119681, 0.0731788575649, 0.815137624741, 0.941846609116, 0.141077384353, 0.0430265441537, 0.192141667008, 0.26370075345, 0.145501986146, 0.450526207685, 0.356978088617, 0.175809666514, 0.0576052106917, 0.0580548420548, 0.0518125034869, 0.0385753177106, 0.0390212982893, 0.0353181660175, 0.0411713309586, 0.0905932635069, 0.0376824364066, 0.00617873622105
1224, 1726, 1680, 0.298551559448, 0.319995611906, 21.6171035767, 0.00245876959525, -0.00011630289373, 0.0108255175874, 0.0319517888129, 0.10193271935, 0.328602045774, 0.508266746998, 0.447479784489, 0.405034005642, 0.314030557871, 0.283171206713, 0.339110791683, 0.182895153761, 0.075131110847, 0.0422527268529, 0.070883050561, 0.814920842648, 0.941524863243, 0.140643462539, 0.0424361154437, 0.190018102527, 0.262591362, 0.146686404943, 0.451351255178, 0.354737371206, 0.174545481801, 0.055418048054, 0.0567003823817, 0.0504255704582, 0.0356342680752, 0.0387843176723, 0.0317490957677, 0.0401953458786, 0.0902892351151, 0.0394820533693, 0.0122071830556
1224, 1726, 1680, 0.298548638821, 0.320181280375, 21.6793670654, 0.00275065633468, 6.53265087749e-05, 0.0119146974757, 0.0325375199318, 0.10302246362, 0.32938978076, 0.508725583553, 0.447380065918, 0.4057546556, 0.314884275198, 0.285084933043, 0.33938318491, 0.183393537998, 0.0743799880147, 0.0433398708701, 0.0733426436782, 0.815966546535, 0.942667126656, 0.141304150224, 0.0437748990953, 0.191215842962, 0.263227850199, 0.146805286407, 0.450405329466, 0.354767173529, 0.1756914258, 0.055996529758, 0.0572943910956, 0.0524526201189, 0.0399162583053, 0.0396675281227, 0.0357682071626, 0.0430376045406, 0.0897982940078, 0.0385298244655, 0.00431685522199
1224, 1726, 1680, 0.298605084419, 0.320038557053, 21.6576900482, 0.00288283196278, 0.000536005303729, 0.0123463524505, 0.0318182520568, 0.103255085647, 0.329382061958, 0.509372413158, 0.446992009878, 0.405328720808, 0.314815223217, 0.283778101206, 0.339336365461, 0.183573335409, 0.0757953599095, 0.0431704670191, 0.0721247643232, 0.814696311951, 0.942186713219, 0.141157627106, 0.0433946400881, 0.190400615335, 0.262374311686, 0.146658018231, 0.452561527491, 0.355938732624, 0.175519779325, 0.0550670325756, 0.0567125305533, 0.0507523491979, 0.0368986688554, 0.0398188978434, 0.0383118353784, 0.0445297248662, 0.0907241180539, 0.0369746871293, 0.00664402311668
1224, 1726, 1680, 0.298576295376, 0.319996714592, 21.5939998627, -0.000366824970115, -0.0024377189111, 0.0105424616486, 0.0302076581866, 0.103301048279, 0.327424198389, 0.507894515991, 0.446960479021, 0.404349803925, 0.31446647644, 0.282945930958, 0.337912797928, 0.182501107454, 0.0745636746287, 0.041833229363, 0.0700566768646, 0.815231561661, 0.941544234753, 0.139541655779, 0.0424557924271, 0.189142465591, 0.263698905706, 0.146860465407, 0.449086070061, 0.35430893302, 0.174807757139, 0.0558038875461, 0.0570258311927, 0.0495604984462, 0.0371580980718, 0.040954913944, 0.0363837406039, 0.0402153581381, 0.0909403562546, 0.0373626612127, 0.0080218911171
1224, 1726, 1680, 0.298507422209, 0.320091813803, 21.6212081909, -0.00212186016142, 0.000556766346563, 0.0119313821197, 0.0299571286887, 0.102183662355, 0.328985750675, 0.507941126823, 0.4471758008, 0.404770493507, 0.314444005489, 0.282767117023, 0.338555306196, 0.183569550514, 0.0750958546996, 0.0440488941967, 0.0721168071032, 0.813640415668, 0.941197693348, 0.139625579119, 0.043238338083, 0.190280884504, 0.263220667839, 0.146227836609, 0.450467288494, 0.35477077961, 0.175301834941, 0.0545163974166, 0.0562172010541, 0.0515623427927, 0.0373833924532, 0.0373609773815, 0.031107885763, 0.0353542529047, 0.0869338586926, 0.0318867973983, 0.00167453824542
