"r" "g" "b" "grey"
"279314" 0.0666666666666667 0.262745098039216 0.0156862745098039 0.175952941176471
"205396" 0.325490196078431 0.133333333333333 0.0117647058823529 0.176929411764706
"281602" 0.00392156862745098 0.298039215686275 0.0156862745098039 0.177909803921569
"3805030" 0.396078431372549 0.0588235294117647 0.227450980392157 0.178886274509804
"3220291" 0.258823529411765 0.137254901960784 0.192156862745098 0.179862745098039
"3146373" 0.517647058823529 0.00784313725490196 0.188235294117647 0.180839215686275
"81696" 0.12156862745098 0.247058823529412 0.00392156862745098 0.181819607843137
"7778" 0.380392156862745 0.117647058823529 0 0.182796078431373
"2966027" 0.0392156862745098 0.258823529411765 0.176470588235294 0.183772549019608
"3750677" 0.0784313725490196 0.231372549019608 0.223529411764706 0.184749019607843
"338253" 0.298039215686275 0.16078431372549 0.0196078431372549 0.185729411764706
"2492292" 0.513725490196078 0.0274509803921569 0.149019607843137 0.186705882352941
"4537615" 0.0549019607843137 0.23921568627451 0.270588235294118 0.187682352941176
"2440222" 0.113725490196078 0.235294117647059 0.145098039215686 0.188662745098039
"1051273" 0.533333333333333 0.0392156862745098 0.0627450980392157 0.189639215686274
"10071" 0.337254901960784 0.152941176470588 0 0.19061568627451
"338258" 0.317647058823529 0.16078431372549 0.0196078431372549 0.191592156862745
"468822" 0.333333333333333 0.152941176470588 0.0274509803921569 0.192572549019608
"340546" 0.254901960784314 0.196078431372549 0.0196078431372549 0.193549019607843
"3809616" 0.309803921568627 0.129411764705882 0.227450980392157 0.194525490196078
"4539908" 0.0117647058823529 0.274509803921569 0.270588235294118 0.195501960784314
"725379" 0.509803921568627 0.0666666666666667 0.0431372549019608 0.196482352941176
"1966492" 0.607843137254902 0.00392156862745098 0.117647058823529 0.197458823529412
"414469" 0.0156862745098039 0.325490196078431 0.0235294117647059 0.198435294117647
"394909" 0.611764705882353 0.0235294117647059 0.0235294117647059 0.199411764705882
"69010" 0.568627450980392 0.0509803921568627 0.00392156862745098 0.200392156862745
"853660" 0.607843137254902 0.0235294117647059 0.0509803921568627 0.20136862745098
"4268372" 0.325490196078431 0.129411764705882 0.254901960784314 0.202345098039216
"399485" 0.486274509803922 0.0941176470588235 0.0235294117647059 0.203325490196078
"2955629" 0.423529411764706 0.0980392156862745 0.176470588235294 0.204301960784314
"3740279" 0.462745098039216 0.0705882352941176 0.223529411764706 0.205278431372549
"14657" 0.250980392156863 0.223529411764706 0 0.206254901960784
"199579" 0.603921568627451 0.0431372549019608 0.0117647058823529 0.207235294117647
"1386334" 0.364705882352941 0.152941176470588 0.0823529411764706 0.208211764705882
"4801046" 0.0823529411764706 0.258823529411765 0.286274509803922 0.209188235294118
"10041610" 0.0352941176470588 0.223529411764706 0.6 0.210164705882353
"347420" 0.105882352941176 0.301960784313725 0.0196078431372549 0.211145098039216
"219144" 0.0274509803921569 0.345098039215686 0.0117647058823529 0.212121568627451
"9969980" 0.231372549019608 0.129411764705882 0.596078431372549 0.213098039215686
"16950" 0.207843137254902 0.258823529411765 0 0.214074509803922
"1462545" 0.0627450980392157 0.317647058823529 0.0862745098039216 0.215054901960784
"986522" 0.6 0.0509803921568627 0.0588235294117647 0.21603137254902
"5259802" 0.0980392156862745 0.258823529411765 0.313725490196078 0.217007843137255
"75884" 0.419607843137255 0.156862745098039 0.00392156862745098 0.217988235294118
"806176" 0.12156862745098 0.301960784313725 0.0470588235294118 0.218964705882353
"275795" 0.32156862745098 0.207843137254902 0.0156862745098039 0.219941176470588
"5114254" 0.552941176470588 0.0352941176470588 0.305882352941176 0.220917647058824
"332441" 0.596078431372549 0.0705882352941176 0.0196078431372549 0.221898039215686
"149807" 0.180392156862745 0.286274509803922 0.00784313725490196 0.222874509803922
"4477445" 0.0156862745098039 0.32156862745098 0.266666666666667 0.223850980392157
"9772367" 0.305882352941176 0.113725490196078 0.584313725490196 0.224827450980392
"2360492" 0.670588235294118 0.0156862745098039 0.141176470588235 0.225807843137255
"1775753" 0.533333333333333 0.0941176470588235 0.105882352941176 0.22678431372549
"788909" 0.674509803921569 0.0352941176470588 0.0470588235294118 0.227760784313726
"5518652" 0.231372549019608 0.207843137254902 0.329411764705882 0.228737254901961
"1247660" 0.670588235294118 0.0352941176470588 0.0745098039215686 0.229717647058823
"2380057" 0.0941176470588235 0.317647058823529 0.141176470588235 0.230694117647059
"480287" 0.117647058823529 0.329411764705882 0.0274509803921569 0.231670588235294
"2838808" 0.0901960784313725 0.317647058823529 0.168627450980392 0.232650980392157
"134828" 0.670588235294118 0.0549019607843137 0.00784313725490196 0.233627450980392
"3549540" 0.388235294117647 0.16078431372549 0.211764705882353 0.234603921568627
"8790104" 0.341176470588235 0.125490196078431 0.525490196078431 0.235580392156863
"8840" 0.529411764705882 0.133333333333333 0 0.236560784313725
"282669" 0.172549019607843 0.313725490196078 0.0156862745098039 0.237537254901961
"11804999" 0.274509803921569 0.129411764705882 0.705882352941177 0.238513725490196
"13904680" 0.152941176470588 0.168627450980392 0.831372549019608 0.239490196078431
"156681" 0.0313725490196078 0.392156862745098 0.00784313725490196 0.240470588235294
"941331" 0.0705882352941176 0.364705882352941 0.0549019607843137 0.241447058823529
"3606191" 0.682352941176471 0.0235294117647059 0.215686274509804 0.242423529411765
"4336483" 0.384313725490196 0.168627450980392 0.258823529411765 0.2434
"924059" 0.603921568627451 0.0980392156862745 0.0549019607843137 0.244380392156863
"2056456" 0.0274509803921569 0.380392156862745 0.12156862745098 0.245356862745098
"667507" 0.447058823529412 0.184313725490196 0.0392156862745098 0.246333333333333
"1200176" 0.184313725490196 0.313725490196078 0.0705882352941176 0.247313725490196
"267690" 0.662745098039216 0.0823529411764706 0.0156862745098039 0.248290196078431
"541519" 0.305882352941176 0.262745098039216 0.0313725490196078 0.249266666666667
"1380527" 0.682352941176471 0.0627450980392157 0.0823529411764706 0.250243137254902
"87344" 0.184313725490196 0.333333333333333 0.00392156862745098 0.251223529411765
"13426" 0.443137254901961 0.203921568627451 0 0.2522
"5656095" 0.117647058823529 0.305882352941176 0.337254901960784 0.253176470588235
"6951566" 0.552941176470588 0.0705882352941176 0.415686274509804 0.254152941176471
"5310636" 0.670588235294118 0.0313725490196078 0.317647058823529 0.255133333333333
"617730" 0.00392156862745098 0.427450980392157 0.0352941176470588 0.256109803921569
"87349" 0.203921568627451 0.333333333333333 0.00392156862745098 0.257086274509804
"13431" 0.462745098039216 0.203921568627451 0 0.258062745098039
"143995" 0.47843137254902 0.196078431372549 0.00784313725490196 0.259043137254902
"417824" 0.12156862745098 0.376470588235294 0.0235294117647059 0.260019607843137
"854727" 0.776470588235294 0.0392156862745098 0.0509803921568627 0.260996078431373
"420112" 0.0588235294117647 0.411764705882353 0.0235294117647059 0.261976470588235
"346194" 0.317647058823529 0.282352941176471 0.0196078431372549 0.262952941176471
"217918" 0.23921568627451 0.325490196078431 0.0117647058823529 0.263929411764706
"1056926" 0.615686274509804 0.125490196078431 0.0627450980392157 0.264905882352941
"1535237" 0.0156862745098039 0.427450980392157 0.0901960784313725 0.265886274509804
"91930" 0.0980392156862745 0.403921568627451 0.00392156862745098 0.266862745098039
"6701883" 0.227450980392157 0.262745098039216 0.4 0.267839215686275
"291841" 0 0.454901960784314 0.0156862745098039 0.26881568627451
"4987035" 0.603921568627451 0.0941176470588235 0.298039215686275 0.269796078431372
"740" 0.890196078431372 0.00784313725490196 0 0.270772549019608
"328927" 0.870588235294118 0.0156862745098039 0.0196078431372549 0.271749019607843
"91935" 0.117647058823529 0.403921568627451 0.00392156862745098 0.272725490196078
"222499" 0.133333333333333 0.396078431372549 0.0117647058823529 0.273705882352941
"94223" 0.0549019607843137 0.43921568627451 0.00392156862745098 0.274682352941176
"74663" 0.650980392156863 0.137254901960784 0.00392156862745098 0.275658823529412
"150869" 0.329411764705882 0.301960784313725 0.00784313725490196 0.276639215686274
"22593" 0.250980392156863 0.345098039215686 0 0.27761568627451
"350780" 0.231372549019608 0.352941176470588 0.0196078431372549 0.278592156862745
"5645702" 0.52156862745098 0.145098039215686 0.337254901960784 0.27956862745098
"3146204" 0.858823529411765 0.00392156862745098 0.188235294117647 0.280549019607843
"681255" 0.149019607843137 0.396078431372549 0.0392156862745098 0.281525490196078
"7345566" 0.615686274509804 0.0823529411764706 0.43921568627451 0.282501960784314
"22598" 0.270588235294118 0.345098039215686 0 0.283478431372549
"555267" 0.00784313725490196 0.474509803921569 0.0313725490196078 0.284458823529412
"24886" 0.207843137254902 0.380392156862745 0 0.285435294117647
"5326" 0.803921568627451 0.0784313725490196 0 0.286411764705882
"224797" 0.109803921568627 0.431372549019608 0.0117647058823529 0.287388235294118
"7614" 0.741176470588235 0.113725490196078 0 0.28836862745098
"2911505" 0.0627450980392157 0.427450980392157 0.172549019607843 0.289345098039216
"153167" 0.305882352941176 0.337254901960784 0.00784313725490196 0.290321568627451
"3370256" 0.0588235294117647 0.427450980392157 0.2 0.291301960784314
"6035116" 0.670588235294118 0.0862745098039216 0.36078431372549 0.292278431372549
"8134797" 0.549019607843137 0.125490196078431 0.486274509803922 0.293254901960784
"5724206" 0.176470588235294 0.345098039215686 0.341176470588235 0.29423137254902
"942393" 0.219607843137255 0.380392156862745 0.0549019607843137 0.295211764705882
"1781401" 0.596078431372549 0.180392156862745 0.105882352941176 0.296188235294118
"5706934" 0.709803921568627 0.0784313725490196 0.341176470588235 0.297164705882353
"155460" 0.262745098039216 0.372549019607843 0.00784313725490196 0.298141176470588
"1144592" 0.0588235294117647 0.466666666666667 0.0666666666666667 0.299121568627451
"212106" 0.537254901960784 0.235294117647059 0.0117647058823529 0.300098039215686
"29472" 0.12156862745098 0.450980392156863 0 0.301074509803922
"466375" 0.776470588235294 0.113725490196078 0.0274509803921569 0.302050980392157
"5454958" 0.427450980392157 0.235294117647059 0.325490196078431 0.30303137254902
"2642262" 0.333333333333333 0.317647058823529 0.156862745098039 0.304007843137255
"1655418" 0.474509803921569 0.258823529411765 0.0980392156862745 0.30498431372549
"2698908" 0.607843137254902 0.180392156862745 0.16078431372549 0.305964705882353
"2516274" 0.192156862745098 0.396078431372549 0.149019607843137 0.306941176470588
"1127325" 0.611764705882353 0.2 0.0666666666666667 0.307917647058824
"6313531" 0.227450980392157 0.337254901960784 0.376470588235294 0.308894117647059
"673150" 0.490196078431373 0.270588235294118 0.0392156862745098 0.309874509803922
"544874" 0.411764705882353 0.313725490196078 0.0313725490196078 0.310850980392157
"5731080" 0.0274509803921569 0.450980392156863 0.341176470588235 0.311827450980392
"288322" 0.254901960784314 0.4 0.0156862745098039 0.312803921568627
"4983516" 0.858823529411765 0.0392156862745098 0.298039215686275 0.31378431372549
"4746524" 0.105882352941176 0.427450980392157 0.282352941176471 0.314760784313725
"162334" 0.113725490196078 0.47843137254902 0.00784313725490196 0.315737254901961
"34058" 0.0352941176470588 0.52156862745098 0 0.316713725490196
"2849042" 0.0666666666666667 0.474509803921569 0.168627450980392 0.317694117647059
"5861649" 0.0627450980392157 0.443137254901961 0.349019607843137 0.318670588235294
"7211478" 0.835294117647059 0.0352941176470588 0.431372549019608 0.319647058823529
"6374758" 0.396078431372549 0.270588235294118 0.380392156862745 0.320627450980392
"421179" 0.227450980392157 0.427450980392157 0.0235294117647059 0.321603921568627
"7487595" 0.415686274509804 0.250980392156863 0.447058823529412 0.322580392156863
"5989930" 0.16078431372549 0.4 0.356862745098039 0.323556862745098
"751654" 0.145098039215686 0.470588235294118 0.0431372549019608 0.324537254901961
"221273" 0.345098039215686 0.376470588235294 0.0117647058823529 0.325513725490196
"92997" 0.266666666666667 0.419607843137255 0.00392156862745098 0.326490196078431
"19079" 0.525490196078431 0.290196078431373 0 0.327466666666667
"204001" 0.87843137254902 0.109803921568627 0.0117647058823529 0.328447058823529
"879935" 0.243137254901961 0.427450980392157 0.0509803921568627 0.329423529411765
"403912" 0.780392156862745 0.16078431372549 0.0235294117647059 0.3304
"166920" 0.0274509803921569 0.549019607843137 0.00784313725490196 0.331376470588235
"3090620" 0.733333333333333 0.156862745098039 0.184313725490196 0.332356862745098
"223566" 0.301960784313725 0.411764705882353 0.0117647058823529 0.333333333333333
"7235624" 0.152941176470588 0.407843137254902 0.431372549019608 0.334309803921569
"2453811" 0.196078431372549 0.443137254901961 0.145098039215686 0.335290196078431
"151936" 0.498039215686275 0.317647058823529 0.00784313725490196 0.336266666666667
"7218352" 0.686274509803922 0.141176470588235 0.431372549019608 0.337243137254902
"5720687" 0.431372549019608 0.290196078431373 0.341176470588235 0.338219607843137
"25948" 0.356862745098039 0.396078431372549 0 0.3392
"6581543" 0.149019607843137 0.427450980392157 0.392156862745098 0.340176470588235
"225859" 0.258823529411765 0.447058823529412 0.0117647058823529 0.341152941176471
"554046" 0.23921568627451 0.454901960784314 0.0313725490196078 0.342129411764706
"3423388" 0.607843137254902 0.235294117647059 0.203921568627451 0.343109803921569
"610692" 0.513725490196078 0.317647058823529 0.0352941176470588 0.344086274509804
"938879" 0.494117647058824 0.325490196078431 0.0549019607843137 0.345062745098039
"4407949" 0.549019607843137 0.258823529411765 0.262745098039216 0.346039215686275
"484704" 0.372549019607843 0.396078431372549 0.0274509803921569 0.347019607843137
"5377521" 0.941176470588235 0.0509803921568627 0.32156862745098 0.347996078431373
"738973" 0.611764705882353 0.274509803921569 0.0431372549019608 0.348972549019608
"358716" 0.231372549019608 0.474509803921569 0.0196078431372549 0.349952941176471
"284798" 0.490196078431373 0.345098039215686 0.0156862745098039 0.350929411764706
"102164" 0.0745098039215686 0.56078431372549 0.00392156862745098 0.351905882352941
"7277296" 0.937254901960784 0.0392156862745098 0.435294117647059 0.352882352941177
"104452" 0.0117647058823529 0.596078431372549 0.00392156862745098 0.353862745098039
"4595164" 0.858823529411765 0.113725490196078 0.274509803921569 0.354839215686274
"467437" 0.925490196078431 0.129411764705882 0.0274509803921569 0.35581568627451
"230445" 0.172549019607843 0.517647058823529 0.0117647058823529 0.356792156862745
"6186312" 0.27843137254902 0.396078431372549 0.368627450980392 0.357772549019608
